CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn
CUST103511,7.0,79.99,month to month,No,Mailed check,Yes
CUST105518,10.0,84.94,One year,Fiber optic,Electronic check,Yes
CUST100818,45.0,42.41,One year,DSL,,No
CUST108444,34.0,26.18,One year,Fiber optic,Electronic check,Yes
CUST109885,34.0,55.44,Month-to-month,Fiber optic,Credit card,No
CUST108233,3.0,109.76,Month-to-month,No,Electronic check,No
CUST106450,25.0,68.09,Month-to-month,Fiber optic,Bank transfer,Yes
CUST100341,13.0,89.55,Month-to-month,No,Mailed check,No
CUST100010,8.0,119.32,Month-to-month,Fiber optic,Bank transfer,Yes
CUST102418,14.0,89.48,Month-to-month,DSL,Credit card,Yes
CUST100024,33.0,62.28,Month-to-month,No,Bank transfer,No
CUST101280,27.0,85.83,,DSL,Credit card,No
CUST108245,16.0,95.07,Month-to-month,DSL,,No
CUST101725,24.0,101.37,One year,Fiber optic,Mailed check,Yes
CUST101760,7.0,89.89,,Fiber optic,Credit card,Yes
CUST106515,16.0,51.51,One year,No,Electronic check,No
CUST107441,17.0,,Month-to-month,Fiber optic,Credit card,
CUST103244,23.0,84.33,Two year,DSL,Electronic check,No
CUST104966,23.0,28.47,Two year,Fiber optic,Electronic check,Yes
CUST100964,13.0,63.44,One year,DSL,Electronic check,No
CUST106133,40.0,115.66,One year,No,Credit card,No
CUST105106,8.0,57.82,,,Electronic check,No
CUST105484,62.0,97.0,One year,Fiber optic,Mailed check,No
CUST106204,16.0,111.77,Month-to-month,Fiber optic, electronic check ,No
CUST107710,18.0,63.8,One year,Fiber optic,Electronic check,No
CUST100760,16.0,44.88,One year,Fiber optic,Credit card,Yes
CUST100722,N/A,,Month-to-month,DSL,Bank transfer,No
CUST101456,32.0,,Month-to-month,Fiber optic,Electronic check,No
CUST100149,6.0,29.08,Two year,DSL,Bank transfer,No
CUST100296,20.0,50.8,Month-to-month,DSL,,Yes
CUST100742,11.0,unknown,,No,Bank transfer,
CUST100741,5.0,83.3,Month-to-month,Fiber optic,Bank transfer,No
CUST101567,15.0,110.23,Month-to-month,Fiber optic,Bank transfer,No
CUST106372,27.0,95.34,One year,No,Credit card,No
CUST104044,50.0,87.89,Two year,Fiber optic,Electronic check,No
CUST105959,25.0,36.89,Month-to-month,Fiber optic,Electronic check,No
CUST104024,21.0,36.9,Two year,No,Credit card, yes
CUST107322,39.0,80.96,Month-to-month,Fiber optic,Electronic check,Yes
CUST110061,10.0,41.09,Month-to-month,DSL,Electronic check, yes
CUST100679,23.0,41.13,Month-to-month,Fiber optic,Mailed check,No
CUST106971,21.0,117.58,Month-to-month,No,Electronic check,
CUST109529,26.0,95.92,Month-to-month,Fiber optic,Bank transfer,No
CUST100831,11.0,26.9,month to month,DSL,Mailed check,No
CUST108072,32.0,29.23,One year,Fiber optic,Bank transfer,No
CUST100766,26.0,65.25,Two year,Fiber optic,,No
CUST102951,,unknown,Month-to-month,No,Credit card,Yes
CUST106782,34.0,89.8,Month-to-month,No,Credit card,No
CUST106584,16.0,98.23,Month-to-month,DSL,Electronic check,No
CUST109810,4.0,75.7,One year,,Electronic check,No
CUST101936,25.0,41.66,One year,No,Mailed check,No
CUST105896,10.0,50.78,Month-to-month,DSL,, yes
CUST100136,42.0,30.84,Month-to-month,DSL,Bank transfer,Yes
CUST107890,11.0,75.27,One year,DSL,Mailed check,No
CUST105162,19.0,111.37,,DSL,Bank transfer,No
CUST104706,67.0,50.04,Month-to-month,DSL,Credit card, yes
CUST103353,10.0,84.87,,Fiber optic,Bank transfer,No
CUST107630,12.0,,One year,Fiber optic,Credit card,NO 
CUST100343,13.0,22.19,One year,No,Electronic check,No
CUST109897,14.0,71.62,Two year,No,Credit card,No
CUST108706,31.0,20.01,Month-to-month,Fiber optic,Credit card,No
CUST100217,28.0,,Month-to-month,Fiber optic,Credit card,No
CUST105904,2.0,89.86,One year,Fiber optic,Electronic check,Yes
CUST108064,20.0,67.23,Two year,Fiber optic,Credit card,No
CUST107262,21.0,66.36,,DSL,Bank transfer,No
CUST106787,N/A,72.79,Month-to-month,Fiber optic,Credit card,Yes
CUST107549,3.0,unknown,Month-to-month,No,Bank transfer,No
CUST103675,29.0,49.31,Month-to-month,DSL,Bank transfer,Yes
CUST108024,5.0,61.82,,,,Yes
CUST106606,1.0,61.09,Month-to-month,DSL,Bank transfer,Yes
CUST107963,4.0,54.7,Month-to-month,DSL,Electronic check,No
CUST108986,5.0,63.52,Month-to-month,DSL,Electronic check,No
CUST110304,38.0,75.92,One year,,Electronic check,No
CUST106934,14.0,82.81,Month-to-month,Fiber optic,Mailed check,No
CUST108006,,99.58,Month-to-month,DSL,Electronic check,No
CUST106472,9.0,104.56,Month-to-month,No,Mailed check,
CUST108744,35.0,52.93,Month-to-month,Fiber optic,Credit card,No
CUST101373,20.0,99.79,Two year,No,Bank transfer,Yes
CUST107029,,42.61,Month-to-month,No,Electronic check,
CUST109091,37.0,9999.0,Month-to-month,DSL,Electronic check,No
CUST106419,20.0,40.28,Month-to-month,No,Mailed check,
CUST104915,5.0,68.18,Month-to-month,Fiber optic,Electronic check,No
CUST101887,N/A,70.01,Two year,No,Mailed check,No
CUST108924,7.0,100.28,Month-to-month,No,Credit card,Yes
CUST109835,23.0,27.02,Month-to-month,Fiber optic,Credit card,No
CUST109679,52.0,67.93,Month-to-month,No, electronic check ,No
CUST109046,8.0,41.09,One year,Fiber optic,Bank transfer,No
CUST100008,23.0,90.82,,No,Bank transfer,No
CUST106333,47.0,82.82,Month-to-month,Fiber optic, electronic check ,Yes
CUST106706,,44.13,Month-to-month,DSL,Credit card,No
CUST110374,15.0,106.22,Month-to-month,Fiber optic,Electronic check,No
CUST105967,34.0,30.17,Month-to-month,Fiber optic, electronic check ,No
CUST100138,32.0,26.55,Month-to-month,Fiber optic,Electronic check,No
CUST109202,40.0,106.08,One year,No,Bank transfer,No
CUST102547,28.0,76.62,Month-to-month,Fiber optic,Bank transfer,No
CUST110134,9.0,,Month-to-month,,Bank transfer,No
CUST104984,3.0,81.54,Two year,Fiber optic,Electronic check,Yes
CUST104968,20.0,,Two year,Fiber optic,Mailed check,No
CUST101816,9.0,110.73,Two year,,Bank transfer,No
CUST106056,23.0,,One year,Fiber optic,Credit card,No
CUST103009,25.0,69.15,Month-to-month,DSL,Mailed check,Yes
CUST110867,40.0,,Two year,Fiber optic,Bank transfer,No
CUST110429,29.0,102.18,Month-to-month,DSL,Bank transfer,Yes
CUST104152,12.0,101.88,month to month,No,,Yes
CUST101014,28.0,30.45,Two year,No,Bank transfer,No
CUST101403,15.0,,Two year,DSL,Electronic check,Yes
CUST105319,N/A,67.65,,Fiber optic,Mailed check,No
CUST103083,14.0,91.02,Two year,DSL,Mailed check,No
CUST102793,N/A,66.11,One year,DSL,Credit card,Yes
CUST102368,14.0,36.93,Two year,No,Electronic check,Yes
CUST107071,31.0,60.61,Month-to-month,DSL,Mailed check,No
CUST106946,18.0,67.71,Month-to-month,No,Electronic check,No
CUST102198,49.0,44.1,Month-to-month,Fiber optic,Mailed check,No
CUST108549,19.0,29.99,Month-to-month,Fiber optic,Credit card,No
CUST110689,38.0,88.25,Month-to-month,,Electronic check,No
CUST101635,6.0,42.12,Month-to-month,DSL,Electronic check,No
CUST106047,16.0,71.97,Two year,DSL,Bank transfer,NO 
CUST104445,44.0,34.17,Month-to-month,Fiber optic,Mailed check,No
CUST105428,52.0,51.62,Month-to-month,Fiber optic,Credit card,No
CUST105834,11.0,40.61,Two year,Fiber optic,Credit card,NO 
CUST100856,,80.06,One year,Fiber optic,,No
CUST107980,16.0,unknown,Two year,No,Credit card,No
CUST100360,N/A,100.76,Month-to-month,Fiber optic,Credit card,Yes
CUST102179,1.0,23.59,Two year,DSL,Mailed check,Yes
CUST101090,,58.46,Month-to-month,Fiber optic,Bank transfer,No
CUST101757,10.0,97.42,Month-to-month,Fiber optic,,No
CUST106592,N/A,116.99,Two year,,Electronic check,No
CUST106136,13.0,64.1,One year,No,Mailed check,Yes
CUST102751,49.0,29.62,Two year,DSL,Mailed check,No
CUST110655,33.0,21.15,Month-to-month,Fiber optic, electronic check ,No
CUST102287,31.0,48.03,Month-to-month,DSL,Mailed check,No
CUST110312,16.0,62.96,One year,,Credit card,No
CUST104088,26.0,75.46,Month-to-month,Fiber optic,Bank transfer,No
CUST100324,26.0,unknown,Month-to-month,Fiber optic,Bank transfer,NO 
CUST104811,2.0,68.81,,Fiber optic,Mailed check,No
CUST104312,31.0,22.29,Month-to-month,DSL,Mailed check,No
CUST108079,23.0,42.2,One year,No,Mailed check,No
CUST102820,40.0,36.65,Month-to-month,DSL,Credit card,No
CUST106502,42.0,119.84,Month-to-month,DSL,Electronic check,
CUST102066,10.0,59.13,One year,No,Bank transfer,No
CUST103021,19.0,61.79,month to month,No,Mailed check,Yes
CUST102606,33.0,21.02,month to month,Fiber optic,Mailed check,No
CUST106140,11.0,100.48,One year,DSL,Bank transfer,No
CUST108343,29.0,69.04,Month-to-month,Fiber optic,Credit card,No
CUST101801,22.0,unknown,Month-to-month,Fiber optic,Electronic check,No
CUST109293,41.0,70.31,Month-to-month,Fiber optic,Mailed check,No
CUST110345,18.0,unknown,Month-to-month,DSL,Credit card,Yes
CUST103170,40.0,23.18,Month-to-month,Fiber optic,Credit card,No
CUST102690,0.0,71.0,One year,,Credit card,No
CUST108214,21.0,90.17,Month-to-month,Fiber optic,Electronic check,Yes
CUST103054,11.0,31.23,Two year,,Bank transfer, yes
CUST110415,5.0,114.58,Month-to-month,Fiber optic,Bank transfer,Yes
CUST100483,11.0,9999.0,Month-to-month,DSL,Electronic check,Yes
CUST108810,,111.42,One year,No,Bank transfer,No
CUST107026,14.0,101.61,One year,Fiber optic,Bank transfer,No
CUST105173,18.0,42.43,Month-to-month,DSL,Electronic check,No
CUST102285,19.0,100.93,One year,,Mailed check,No
CUST105435,20.0,78.47,Month-to-month,DSL,Electronic check,No
CUST108144,21.0,28.13,One year,No,Credit card,No
CUST105988,8.0,49.43,One year,Fiber optic,Electronic check, yes
CUST104959,6.0,83.25,Month-to-month,DSL,Electronic check,Yes
CUST106871,8.0,55.95,One year,DSL,Credit card,No
CUST101672,40.0,117.68,month to month,Fiber optic,Mailed check,No
CUST102594,8.0,21.02,Two year,Fiber optic,Credit card,No
CUST101320,12.0,57.53,Month-to-month,DSL,Electronic check,No
CUST109041,30.0,34.93,One year,No,Electronic check,No
CUST100691,31.0,53.97,Month-to-month,DSL,Mailed check,No
CUST105497,16.0,20.15,Two year,DSL,Mailed check,No
CUST100838,5.0,115.3,Month-to-month,DSL,Electronic check,No
CUST105718,2.0,21.6,,Fiber optic,Bank transfer,Yes
CUST109611,12.0,114.39,Month-to-month,DSL,Credit card,Yes
CUST103492,81.0,61.96,Two year,No,Electronic check,No
CUST100655,9.0,68.11,One year,DSL,Mailed check,No
CUST103953,24.0,51.61,Month-to-month,Fiber optic,Credit card,Yes
CUST107886,51.0,118.52,Two year,Fiber optic,Credit card,No
CUST108096,17.0,113.49,One year,Fiber optic,Bank transfer,Yes
CUST102638,19.0,52.61,Month-to-month,DSL,Bank transfer,Yes
CUST110479,27.0,76.84,Month-to-month,Fiber optic,Credit card,No
CUST107891,33.0,88.54,Month-to-month,No,Credit card,No
CUST101245,20.0,85.82,Month-to-month,Fiber optic,Bank transfer,Yes
CUST102272,10.0,83.5,Month-to-month,Fiber optic,Bank transfer,No
CUST106713,,105.55,Two year,No,Electronic check,Yes
CUST106633,17.0,,One year,Fiber optic,Mailed check,No
CUST104130,10.0,29.81,Month-to-month,No,Mailed check, yes
CUST105467,18.0,40.96,Month-to-month,DSL,Mailed check,No
CUST106843,22.0,115.13,Two year,Fiber optic,Electronic check,No
CUST105308,18.0,30.93,Month-to-month,Fiber optic,,No
CUST108148,46.0,115.3,Month-to-month,DSL,Electronic check,Yes
CUST103473,20.0,55.91,One year,Fiber optic,Electronic check,Yes
CUST110571,15.0,65.54,Month-to-month,DSL,Mailed check,Yes
CUST103005,,114.9,Month-to-month,DSL,Bank transfer,No
CUST103234,8.0,50.26,Month-to-month,Fiber optic,Credit card,No
CUST101820,11.0,54.62,Two year,Fiber optic,Electronic check,Yes
CUST106897,15.0,105.05,One year,Fiber optic,Electronic check,No
CUST106328,30.0,22.63,Month-to-month,Fiber optic,Mailed check,NO 
CUST110622,15.0,84.26,month to month,Fiber optic,Bank transfer,Yes
CUST101111,25.0,99.18,One year,DSL,Electronic check,No
CUST102381,14.0,100.16,One year,DSL,, yes
CUST110077,5.0,74.67,Two year,No,Credit card,No
CUST107280,21.0,80.64,Month-to-month,Fiber optic,Bank transfer,No
CUST108472,22.0,56.72,Month-to-month,DSL,Mailed check,
CUST107187,,97.04,Two year,DSL,Mailed check,No
CUST104775,18.0,71.92,month to month,DSL,Mailed check,No
CUST103724,62.0,,,Fiber optic,Mailed check,No
CUST105257,12.0,113.87,Month-to-month,No,Credit card,No
CUST100921,14.0,63.08,Month-to-month,DSL,Credit card,No
CUST109775,66.0,47.7,Month-to-month,Fiber optic,Electronic check,No
CUST105546,34.0,32.29,Month-to-month,DSL,Mailed check,Yes
CUST104257,57.0,104.22,Month-to-month,Fiber optic,Credit card,No
CUST102587,8.0,44.34,One year,DSL,Mailed check,No
CUST104397,18.0,41.75,,Fiber optic,Bank transfer,No
CUST106189,10.0,60.28,Two year,Fiber optic, electronic check ,Yes
CUST106726,9.0,69.98,One year,Fiber optic,Credit card,No
CUST109707,39.0,109.83,One year,DSL,Bank transfer,Yes
CUST107685,56.0,29.71,Two year,Fiber optic,Credit card,NO 
CUST103251,58.0,51.32,Month-to-month,,Electronic check,No
CUST102040,29.0,101.06,One year,DSL,Electronic check,No
CUST108506,12.0,62.44,Month-to-month,DSL, electronic check ,No
CUST100129,38.0,56.78,Two year,Fiber optic,Credit card,No
CUST106766,10.0,104.62,Month-to-month,Fiber optic,Bank transfer,Yes
CUST102256,16.0,32.43,Two year,No,Bank transfer,No
CUST103985,7.0,73.8,,Fiber optic,Mailed check,No
CUST105800,26.0,82.0,,DSL,Electronic check,No
CUST106523,8.0,95.36,Two year,Fiber optic,Credit card, yes
CUST102112,14.0,43.52,month to month,DSL,Credit card,No
CUST101586,16.0,117.14,Month-to-month,DSL,Credit card,No
CUST110187,4.0,21.7,Month-to-month,No,Credit card,No
CUST109822,23.0,89.35,Month-to-month,DSL,Mailed check,No
CUST108991,10.0,26.02,Month-to-month,Fiber optic,Mailed check, yes
CUST102998,6.0,66.02,,DSL,Mailed check,Yes
CUST102358,12.0,84.16,One year,Fiber optic,Credit card,No
CUST106154,15.0,unknown,One year,DSL,Bank transfer,No
CUST104037,,103.86,Two year,Fiber optic,Bank transfer,Yes
CUST104952,19.0,109.71,One year,DSL,Credit card,No
CUST109311,5.0,72.84,Month-to-month,Fiber optic,Bank transfer,Yes
CUST107472,3.0,90.47,One year,DSL,Credit card,Yes
CUST109140,21.0,75.58,Month-to-month,Fiber optic,Mailed check,No
CUST110759,29.0,25.91,Month-to-month,Fiber optic, electronic check ,Yes
CUST106000,12.0,59.43,Month-to-month,No,Electronic check,No
CUST110752,80.0,unknown,Month-to-month,No,Mailed check,Yes
CUST110975,,unknown,Month-to-month,No,Electronic check,No
CUST107665,11.0,75.81,Month-to-month,,,No
CUST101712,18.0,26.98,Month-to-month,DSL,Credit card,No
CUST110706,25.0,103.04,One year,Fiber optic,Electronic check,
CUST101060,16.0,114.17,One year,DSL,Electronic check,No
CUST101305,27.0,69.9,Month-to-month,DSL,Credit card, yes
CUST100693,20.0,101.62,month to month,No,,Yes
CUST101370,28.0,82.07,Two year,No,Electronic check,Yes
CUST101198,6.0,20.57,Month-to-month,Fiber optic,Credit card,No
CUST109338,22.0,92.1,Month-to-month,DSL,Bank transfer,Yes
CUST106458,106.0,33.78,One year,Fiber optic,Credit card, yes
CUST100128,29.0,64.44,Two year,DSL,Credit card,
CUST102533,8.0,95.3,Two year,Fiber optic,Credit card,No
CUST110231,3.0,64.61,Month-to-month,,Credit card,
CUST105697,20.0,59.69,Month-to-month,DSL,Bank transfer,No
CUST105624,9.0,unknown,Month-to-month,Fiber optic, electronic check ,No
CUST101512,68.0,89.7,Month-to-month,No,Bank transfer,Yes
CUST102102,17.0,91.97,Month-to-month,Fiber optic,Electronic check,Yes
CUST108132,21.0,21.04,month to month,Fiber optic,Mailed check,No
CUST102478,8.0,86.92,Month-to-month,No,Credit card,Yes
CUST102114,14.0,21.96,Month-to-month,Fiber optic,,No
CUST100665,30.0,74.43,Month-to-month,No,Bank transfer, yes
CUST100137,10.0,46.51,Month-to-month,DSL,Bank transfer,No
CUST106873,13.0,105.8,Month-to-month,DSL,Mailed check,No
CUST103821,61.0,106.87,,Fiber optic,Electronic check,Yes
CUST103052,31.0,48.47,Month-to-month,DSL,Electronic check,No
CUST101886,16.0,49.06,Month-to-month,Fiber optic,Credit card,Yes
CUST106914,18.0,36.7,Two year,Fiber optic,Mailed check,No
CUST104658,56.0,24.81,Month-to-month,No,Bank transfer,No
CUST102145,24.0,51.58,Month-to-month,Fiber optic,Credit card,No
CUST106982,,47.01,One year,DSL,Bank transfer,No
CUST103665,4.0,106.69,One year,DSL,Electronic check,No
CUST101199,11.0,55.9,Month-to-month,No,,No
CUST108646,4.0,87.42,One year,DSL,Electronic check,No
CUST100839,3.0,95.36,One year,No,Mailed check,No
CUST108086,9.0,81.85,Month-to-month,Fiber optic,Mailed check,No
CUST100174,37.0,21.9,Month-to-month,DSL,Credit card,Yes
CUST100166,56.0,97.36,One year,DSL,,No
CUST100147,13.0,31.39,Two year,DSL,Credit card,No
CUST100735,,60.66,Two year,DSL,Mailed check,No
CUST101375,83.0,100.62,One year,,Credit card,No
CUST106616,10.0,40.95,One year,Fiber optic,Mailed check,No
CUST103486,0.0,97.15,Month-to-month,,Bank transfer,Yes
CUST106600,N/A,33.59,One year,Fiber optic,Electronic check,No
CUST102735,10.0,43.5,Month-to-month,Fiber optic,Bank transfer,No
CUST104156,31.0,,Month-to-month,No,Bank transfer,
CUST100536,5.0,119.8,month to month,DSL,Electronic check,NO 
CUST106147,6.0,,Two year,DSL,Bank transfer,Yes
CUST104328,11.0,91.03,Two year,Fiber optic,Credit card,No
CUST108878,100.0,unknown,One year,No,Credit card,No
CUST106050,,46.7,Month-to-month,No,,No
CUST100236,20.0,101.53,,Fiber optic,Credit card,No
CUST101346,29.0,32.17,Month-to-month,DSL,Electronic check,Yes
CUST107529,35.0,110.82,One year,Fiber optic,,No
CUST101241,2.0,29.58,Two year,Fiber optic,Bank transfer,No
CUST109242,27.0,28.35,Month-to-month,DSL,Mailed check,No
CUST100304,11.0,54.89,Month-to-month,Fiber optic,Credit card,
CUST100519,31.0,105.49,Month-to-month,Fiber optic,Credit card,No
CUST110406,10.0,unknown,,No,Bank transfer,No
CUST109141,17.0,110.65,Month-to-month,Fiber optic,Credit card,
CUST102210,20.0,94.0,One year,Fiber optic,Electronic check,Yes
CUST102328,20.0,52.11,month to month,Fiber optic,Bank transfer,Yes
CUST100323,14.0,unknown,Month-to-month,DSL,Bank transfer,
CUST100397,43.0,95.86,Two year,Fiber optic,Electronic check, yes
CUST101705,29.0,73.83,One year,No,Electronic check,Yes
CUST105230,14.0,44.48,One year,Fiber optic,Credit card,Yes
CUST105567,21.0,82.12,Two year,DSL,Credit card,No
CUST103720,N/A,65.93,Month-to-month,Fiber optic,Mailed check,No
CUST104069,30.0,119.04,Two year,DSL,Electronic check,No
CUST106913,27.0,9999.0,Month-to-month,Fiber optic,Electronic check,Yes
CUST101265,13.0,21.89,One year,DSL,,No
CUST109850,0.0,81.21,Month-to-month,DSL,Bank transfer,No
CUST106351,23.0,91.81,Month-to-month,No,Electronic check,No
CUST103909,29.0,unknown,Month-to-month,,Bank transfer,Yes
CUST108851,10.0,102.56,Two year,No,Bank transfer,No
CUST106775,8.0,78.41,Month-to-month,DSL,Mailed check,No
CUST104861,7.0,103.0,One year,DSL,Credit card,NO 
CUST106756,8.0,59.07,Month-to-month,DSL,Bank transfer,No
CUST103254,4.0,57.76,One year,No,Mailed check,No
CUST100869,12.0,47.02,One year,DSL,Bank transfer,
CUST104879,24.0,66.71,Month-to-month,DSL,Mailed check,No
CUST105965,9.0,103.63,One year,DSL,Electronic check,No
CUST110443,28.0,,Month-to-month,DSL,Bank transfer,No
CUST109204,50.0,98.87,Two year,Fiber optic,Electronic check,Yes
CUST105217,51.0,61.15,Two year,DSL,Bank transfer,Yes
CUST101992,25.0,85.01,One year,Fiber optic,Credit card,No
CUST102948,,40.57,One year,No,Bank transfer,No
CUST107525,24.0,119.38,Two year,No,Electronic check,Yes
CUST102765,6.0,45.95,Month-to-month,DSL,Mailed check,
CUST102726,,34.78,One year,No,Mailed check,No
CUST104341,30.0,81.53,Month-to-month,No,Credit card,No
CUST106187,23.0,36.65,Month-to-month,No,Mailed check,Yes
CUST106462,15.0,38.94,Month-to-month,Fiber optic,Credit card,No
CUST102664,19.0,93.45,month to month,DSL,Electronic check,No
CUST104167,16.0,61.29,Month-to-month,Fiber optic, electronic check ,No
CUST106763,13.0,108.88,Month-to-month,Fiber optic,Mailed check,No
CUST100454,19.0,94.32,Month-to-month,Fiber optic,Electronic check,No
CUST107324,6.0,89.57,One year,Fiber optic,Credit card,No
CUST109840,69.0,21.08,One year,Fiber optic,Bank transfer,No
CUST108280,8.0,68.26,Month-to-month,Fiber optic,Bank transfer,Yes
CUST106501,33.0,55.9,One year,DSL,Mailed check,No
CUST107308,46.0,114.35,One year,DSL,Bank transfer,No
CUST105853,31.0,116.71,One year,Fiber optic,Mailed check,NO 
CUST110897,12.0,71.25,Two year,No,Mailed check,
CUST108167,40.0,81.96,Month-to-month,Fiber optic,Credit card,No
CUST107185,18.0,111.45,One year,Fiber optic,Mailed check,NO 
CUST101654,24.0,94.96,One year,Fiber optic,Electronic check,No
CUST104045,23.0,25.31,Two year,No,,No
CUST103812,20.0,110.76,Month-to-month,No,Credit card,No
CUST110258,10.0,107.96,Two year,Fiber optic,Credit card,No
CUST102955,58.0,28.64,One year,No,Electronic check,Yes
CUST109206,10.0,41.6,Month-to-month,DSL,Credit card, yes
CUST103752,32.0,60.49,Month-to-month,Fiber optic,Credit card,
CUST104757,28.0,72.15,Month-to-month,Fiber optic,Bank transfer,No
CUST110896,11.0,22.38,Month-to-month,Fiber optic,Bank transfer,No
CUST107241,45.0,92.51,Month-to-month,Fiber optic,Credit card,Yes
CUST106540,28.0,105.51,One year,Fiber optic,Bank transfer,NO 
CUST102747,15.0,98.06,Month-to-month,Fiber optic, electronic check ,Yes
CUST110989,49.0,22.52,Month-to-month,DSL,Bank transfer,No
CUST102953,27.0,,Month-to-month,DSL,Mailed check,No
CUST106665,44.0,25.77,Month-to-month,Fiber optic,Mailed check,No
CUST102103,N/A,67.96,Two year,Fiber optic,Credit card,Yes
CUST110283,30.0,51.95,Two year,DSL,Mailed check,No
CUST105735,2.0,29.7,Month-to-month,No,Electronic check,No
CUST103182,7.0,68.06,,Fiber optic,Electronic check,No
CUST107257,8.0,26.7,Month-to-month,DSL,Credit card,No
CUST110646,20.0,79.67,Month-to-month,Fiber optic,Mailed check,No
CUST107527,53.0,77.87,One year,No,Credit card,No
CUST110770,59.0,27.12,Two year,No,Credit card,No
CUST106401,28.0,59.53,Month-to-month,DSL,Credit card,Yes
CUST104155,15.0,119.18,Two year,No,Mailed check,Yes
CUST105053,18.0,64.01,One year,Fiber optic,Electronic check,No
CUST107338,38.0,75.31,Month-to-month,Fiber optic,Bank transfer,No
CUST104265,17.0,68.23,Month-to-month,Fiber optic,Electronic check,No
CUST101332,2.0,86.75,Month-to-month,DSL,Credit card, yes
CUST107571,38.0,82.75,Month-to-month,Fiber optic,Bank transfer,No
CUST106215,19.0,83.61,Month-to-month,DSL,Credit card,No
CUST100251,16.0,105.56,Month-to-month,No,Electronic check,No
CUST109678,54.0,43.03,Two year,Fiber optic,Credit card,No
CUST109716,10.0,105.28,,Fiber optic,Electronic check,No
CUST102037,,61.43,Month-to-month,Fiber optic,Electronic check,No
CUST105447,43.0,106.04,One year,Fiber optic,Credit card,NO 
CUST104857,28.0,60.24,One year,DSL,Bank transfer,No
CUST103960,30.0,71.34,One year,No,Mailed check,No
CUST102394,15.0,110.68,Month-to-month,No,Mailed check,No
CUST108966,20.0,60.05,Two year,Fiber optic,Electronic check,Yes
CUST102443,12.0,113.74,One year,DSL,Mailed check,No
CUST105870,4.0,69.3,,Fiber optic,Credit card,Yes
CUST105421,30.0,36.42,Month-to-month,No,Bank transfer,No
CUST109228,70.0,92.89,,No,Electronic check,No
CUST106565,29.0,110.47,One year,DSL,Mailed check,No
CUST110362,38.0,34.14,Month-to-month,DSL,Electronic check,Yes
CUST104672,34.0,38.91,Month-to-month,DSL,Mailed check,No
CUST101562,N/A,22.63,,No,Electronic check,No
CUST110745,28.0,101.24,Month-to-month,DSL,Credit card,No
CUST106692,12.0,62.66,,Fiber optic,Mailed check,No
CUST101057,20.0,58.15,Month-to-month,Fiber optic,,No
CUST110154,36.0,59.09,Month-to-month,DSL, electronic check ,NO 
CUST110932,2.0,62.44,Month-to-month,Fiber optic,Credit card,No
CUST105343,55.0,38.35,Month-to-month,Fiber optic,Credit card,No
CUST104713,18.0,103.89,Month-to-month,Fiber optic,Mailed check,No
CUST102560,12.0,30.99,Two year,No,Bank transfer,No
CUST110964,32.0,52.79,Month-to-month,DSL,Credit card,No
CUST102987,2.0,52.68,month to month,Fiber optic,Credit card,No
CUST103455,25.0,87.86,One year,No,Credit card,Yes
CUST108812,3.0,,Two year,DSL,Electronic check,No
CUST103604,18.0,117.44,Month-to-month,DSL,Credit card,No
CUST106995,22.0,47.72,Two year,No,Electronic check,No
CUST101543,4.0,24.87,Month-to-month,,Credit card,No
CUST103070,17.0,99.78,Month-to-month,Fiber optic,Mailed check,No
CUST110612,43.0,unknown,One year,DSL,Credit card,No
CUST103927,48.0,24.41,Month-to-month,DSL,Mailed check,No
CUST102536,13.0,,Month-to-month,,,No
CUST105334,4.0,52.31,Month-to-month,DSL,Credit card,No
CUST107853,41.0,111.95,Two year,DSL,Mailed check,No
CUST105712,21.0,22.98,Month-to-month,No,Mailed check,No
CUST102700,28.0,25.02,One year,No,Electronic check,No
CUST107897,43.0,67.62,Month-to-month,DSL,Mailed check,No
CUST102538,29.0,59.28,One year,No,Credit card,NO 
CUST103308,8.0,59.41,Month-to-month,Fiber optic,Mailed check,Yes
CUST106674,37.0,37.54,One year,No,Electronic check,No
CUST101903,22.0,68.7,,Fiber optic,Electronic check,No
CUST108225,16.0,63.79,Two year,DSL,Electronic check,No
CUST105406,0.0,47.63,One year,DSL,Mailed check,No
CUST104870,33.0,44.78,,DSL,Bank transfer,No
CUST105313,,66.67,Month-to-month,Fiber optic,Electronic check,No
CUST107092,5.0,,One year,Fiber optic,Mailed check,Yes
CUST107061,19.0,21.2,One year,DSL,Mailed check,Yes
CUST101687,23.0,76.54,Month-to-month,DSL,Electronic check,Yes
CUST104813,,87.75,Month-to-month,DSL,Electronic check,No
CUST110695,20.0,24.29,Month-to-month,Fiber optic,Mailed check,No
CUST108070,28.0,38.93,Month-to-month,No,Mailed check,No
CUST101979,7.0,57.05,Month-to-month,No,Bank transfer,No
CUST104348,13.0,104.11,Month-to-month,No,Electronic check,No
CUST110858,25.0,85.82,,Fiber optic,Bank transfer,No
CUST110098,,51.93,Month-to-month,Fiber optic,Mailed check,No
CUST101318,11.0,97.91,Month-to-month,Fiber optic,Mailed check,Yes
CUST105442,31.0,116.55,month to month,DSL,,No
CUST102581,42.0,64.44,Month-to-month,Fiber optic,Mailed check,Yes
CUST110722,14.0,106.56,One year,Fiber optic,Credit card,No
CUST101473,8.0,76.97,One year,,Credit card,Yes
